C0,C1,C2,C3,C4,T1,T2,T3,T5,T10,S1,S2,HS01,HS02,HS03,HS04,HS05,HS06,HS07,HS08,HS09,HS10,HS11,HS12,HS13,HS14,HS15,HS16,HS17,HS18,HS19,HS20,HS21,HS22,HS23,HS24,HS25,HS26,HS27,HS28,HS29,HS30,HR01,HR02,HR03,HR04,HR05,HR06,HR07,HR08,HR09,HR10,HR11,HR12,HR13,HR14,HR15,HR16,HR17,HR18,HR19,HR20,HR21,HR22,HR23,HR24,HR25,HR26,HR27,HR28,HR29,HR30,HT01,HT02,HT03,HT04,HT05,HT06,HT07,HT08,HT09,HT10,HT11,HT12,HT13,HT14,HT15,HT16,HT17,HT18,HT20,HT21,HT22,HT23,HT24,HT25,HT26,HT27,HT28,HT29,HT30,HT31,HH01,HH02,HH03,HH04,HH05,HH06,HH07,HH08,HH09,HH10,HH11,HH12,HH13,HH14,HH15,HH16,HH17,HH18,HH19,HH20,HH21,HH22,HH23,HH24,HH25,HH26,HH27,HH28,HH29,HH30,HH31,HH32,HH33,HH34,HH35,HH36,HH37,HH38,HH39,HH40,HH41,HH42,HH43,HH44,HH45,HH46,HH47,HH48,HH49,HH50,HH51,HH52,HH53,HH54,HH55,HH56,P1,P2,P3,P4,P5,P6,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14,DB
AM,ARM,Armenia,ASIA,Western Asia,2001,2000,0,2001,2000,ARM_2001_IPUMS,IPUMS,0.109570482,0.132419534,0.134042891,0.224657936,0.19201992,0.123692465,0.060308316,0.023288457,0,0,0,0.266462425,0.416677855,0.207289238,0.179887464,0.309902477,3.985890222,0.230382404,2.794700289,1.191189933,0.39395086,0.538368587,0.804635721,0.600458934,0.545423476,0.621440516,0.293864199,0.336327796,0.206544691,0.038826301,1,0.629764796,1.443896545,0.90574766,0.006481222,0,1,0.529910591,0.370633238,0.093649184,0.005806987,0,1,0.611090876,1.177745402,0.204061191,0.007102531,0,1,0.823427143,1.862870803,0.309681626,0.004020428,0,1,0.730231376,2.195842868,1.068204933,0.005720824,0,0.109570482,0.541603095,0.31677428,0.001598945,0.001147335,0.027523832,0.001159541,0.00062249,0,1,3.650012395,5.649173506,4.946564885,6.531914894,3.219955654,2.621052632,4.62745098,NA,0.109570482,0.541603095,0.294498895,0.049799216,0.004528311,0,1,3.650012395,5.655213859,4.270833333,4.708894879,NA,0.683616302,0.316383698,0.047171833,0.112501785,0.124750036,0.270604199,0.213005285,0.134855735,0.071096986,0.026014141,0,0,0,0.244396435,0.175456194,0.15412214,0.125380965,0.14667644,0.099571776,0.036997029,0.01739902,0,0,0,0.047171833,0.642711755,0.260034281,0.046475503,0.003606628,0,0.244396435,0.323135681,0.368967247,0.056980826,0.00651981,0,4.308795172,3.288183326,1.303242394,0.949076039,3.005552778,2.339107288,0.36975075,0.4462405,0.893693758,0.059488446,1.641890444,1.016087342,0.768354521,1.20261564,0.004856449,0.009991898,1.576864019,0.680259249,1.428688759,1.658848038,3133138,2790971,1.5441,70.9,74.6,67.1,0.666,0.759,10.92090988,10.48822021,0.935,4602.441726,0.635946347,11.39434782,10.39706039,2464.025712,0.680344542,10.44747194,10.59585953,7000.027896,NATIONAL
AM,ARM,Armenia,ASIA,Western Asia,2005,2000,0,2001,2000,ARM_2005_DHS,DHS,0.130311615,0.171015357,0.154912778,0.212762785,0.152825406,0.110332488,0.043238408,0.016102579,0.004323841,0.00149098,0.002683763,0.325928135,0.365588191,0.178172059,0.1678843,0.375279559,3.787702498,0.230966677,2.749779703,1.037922795,0.489153422,0.475311616,0.680991034,0.611012202,0.433438833,0.562230044,0.432153859,0.280646521,0.245532561,0.066385829,1,0.594572868,1.497329851,0.69197394,0.002192104,0,1,0.569564089,0.332008311,0.093462225,0.004965375,0,1,0.581557723,1.176002046,0.229909747,0.003270783,0,1,0.775569422,1.926597151,0.294813618,0.003019808,0,1,0.683202148,2.334381106,0.980852999,0.001563747,0,0.130311615,0.535410765,0.311763829,0.000447294,0.000298196,0.020575518,0.000596392,0.000298196,0.000298196,1,3.370379127,5.611501037,3.45049733,4.759462747,2.609643202,2.07785733,3.772614714,3,0.130311615,0.535410765,0.309229164,0.023110183,0.001640078,0.000298196,1,3.370379127,5.530316804,3.989300481,3.103434019,3,0.640618592,0.359093111,0.037998146,0.165894347,0.146663577,0.261353105,0.168443003,0.134847081,0.053985171,0.020620945,0.005329008,0.001390176,0.00347544,0.29707113,0.179916318,0.169874477,0.125104603,0.124686192,0.066108787,0.023849372,0.007949791,0.00251046,0.00167364,0.00125523,0.037998146,0.636237257,0.302363299,0.022242817,0.000926784,0.000231696,0.29707113,0.353556485,0.321338912,0.024686192,0.00292887,0.00041841,4.212719288,3.030911963,1.139350469,0.857810113,3.073368819,2.17310185,0.494844737,0.47859004,0.882882135,0.080709313,1.664514063,1.200276985,0.661751164,0.745643776,0.001176713,0.004005311,1.557213672,0.580220466,1.515819926,1.592881384,3047254,2790971,1.54,71.8,75.8,67.6,0.707,0.759,11.38527966,10.77075195,0.964,7747.421747,0.68940124,11.75907957,10.71404419,4793.964104,0.715223704,11.01147974,10.83771553,11113.52568,NATIONAL
AM,ARM,Armenia,ASIA,Western Asia,2010,2010,0,2006,2000,ARM_2010_DHS,DHS,0.153283582,0.196865672,0.164328358,0.189253731,0.141940299,0.094925373,0.039701493,0.010298507,0.006567164,0.001492537,0.001343284,0.36119403,0.33119403,0.154328358,0.169253731,0.348507463,3.567573742,0.222700381,2.758333178,0.809240564,0.431157062,0.423721334,0.489741828,0.601272924,0.432521669,0.453331478,0.554202731,0.270331983,0.244274061,0.098175735,1,0.578275805,1.349838229,0.632890898,0.006161133,0,1,0.579795492,0.330414569,0.089789939,0,0,1,0.652440974,1.147239463,0.187845035,0.012474528,0,1,0.782593216,1.892190985,0.316588972,0.006490095,0,1,0.630429308,2.222913066,1.141064349,0.005593277,0,0.153283582,0.518656716,0.302238806,0.001343284,0.002238806,0.02119403,0.000447761,0.000597015,0,1,3.190288108,5.498400695,3.959051329,6.883941462,2.702075659,3.251747439,5.247987106,NA,0.153283582,0.518656716,0.308656716,0.014776119,0.004626866,0,1,3.190288108,5.367086664,3.714404176,5.268287287,NA,0.628500124,0.371499876,0.052423113,0.195712954,0.177073625,0.229962721,0.151211556,0.115796831,0.05195713,0.013280522,0.00862069,0.002096925,0.001863933,0.333056478,0.198920266,0.141611296,0.116694352,0.125415282,0.057724252,0.017857143,0.004983389,0.002906977,0.000415282,0.000415282,0.052423113,0.628145387,0.304287046,0.011183597,0.003960857,0,0.333056478,0.323504983,0.316445183,0.021179402,0.005813953,0,3.977593411,2.873906182,0.910126301,0.638562989,3.06746711,2.235343193,0.424875871,0.441783524,0.8770237,0.072856824,1.496320472,1.102020897,0.599929572,0.688654569,0.003671015,0.010373892,1.575563652,0.592921191,1.491903459,1.642422002,2946296,2790971,1.501,73.2,77.4,68.6,0.746,0.759,13.08648968,11.12391663,0.974,9745.427269,0.732286457,13.35496998,11.11027393,6337.680157,0.751916358,12.81760979,11.14003553,13725.24501,NATIONAL
AM,ARM,Armenia,ASIA,Western Asia,2011,2010,0,2011,2010,ARM_2011_IPUMS,IPUMS,0.120715153,0.138897692,0.151956901,0.212710611,0.166693076,0.1143374,0.060608461,0.015185126,0.008305604,0.005427032,0.005162943,0.290854593,0.379403687,0.209026567,0.210743147,0.33184123,4.019156575,0.27704694,3.091697031,0.927459543,0.420989176,0.517843747,0.549137284,0.747106419,0.547476155,0.515338656,0.550597471,0.259457722,0.241359447,0.090839674,1,0.65165845,1.354383239,1.002572072,0.010542814,0,1,0.523191634,0.370194635,0.13692263,0.006875182,0,1,0.673702022,1.125745837,0.265295218,0.009796064,0,1,0.841023384,1.79111139,0.412119688,0.006286145,0,1,0.750958773,1.97219559,1.31128156,0.008708853,0,0.120715153,0.471478371,0.361656895,0.001703375,0.003208683,0.038702266,0.001518513,0.001016743,0,1,3.466870714,5.78305724,4.472440945,7.623966942,3.174859551,2.853211009,5.202702703,NA,0.120715153,0.471478371,0.336990968,0.063368193,0.007447314,0,1,3.466870714,5.769084121,4.281926177,5.632246377,NA,0.702657807,0.297342193,0.052752993,0.113894608,0.146572104,0.252974148,0.184778464,0.134522992,0.074010524,0.017997407,0.009875696,0.006653702,0.005967361,0.277122004,0.196116417,0.159533249,0.118895296,0.127230132,0.069832402,0.031176789,0.009100739,0.004955848,0.00270319,0.003333934,0.052752993,0.541542744,0.338862198,0.059940517,0.006901548,0,0.277122004,0.310010813,0.333573617,0.070733465,0.008560101,0,4.351826432,3.0826275,1.027358347,0.646873311,3.324468085,2.43575419,0.400366049,0.462335556,0.880881568,0.079518832,1.50958972,0.921517391,0.9524327,1.068886286,0.008922443,0.012704992,1.720506368,0.732834745,1.603961717,1.702919445,2928984,2790971,1.5,73.3,77.7,68.6,0.75,0.759,13.12232971,11.19454956,0.98,10072.89566,0.738963269,13.39542007,11.18951988,6809.051658,0.753674372,12.85233021,11.20049953,13903.08504,NATIONAL
AM,ARM,Armenia,ASIA,Western Asia,2015,2010,1,2011,2010,ARM_2015-16_DHS,DHS,0.155580894,0.20625871,0.158874952,0.179146079,0.138097048,0.103509439,0.037754973,0.011275814,0.005067782,0.003674142,0.000760167,0.365133663,0.317243127,0.162042316,0.174585075,0.36868111,3.55445804,0.221554656,2.751615518,0.802842522,0.474336428,0.451222215,0.418304542,0.53120489,0.48512513,0.375683068,0.599412639,0.375486116,0.208651865,0.109367574,1,0.616768555,1.290251398,0.634215331,0.013222756,0,1,0.665289676,0.24795622,0.085347361,0.001406743,0,1,0.711731942,1.104602411,0.177012518,0.006653129,0,1,0.787872683,1.837224154,0.371356158,0.003547005,0,1,0.67320583,2.275636577,1.037161734,0.013995859,0,0.155580894,0.511339161,0.301786393,0.000633473,0.008741923,0.020271126,0.000380084,0.001266945,0,1,3.125697431,5.464519155,3.909777913,6.86520315,2.421933025,2.981575625,4.150292435,NA,0.155580894,0.511339161,0.305587229,0.01647029,0.011022425,0,1,3.125697431,5.357754397,3.467828765,6.153012833,NA,0.668213458,0.331786542,0.056025569,0.213761985,0.172776838,0.213761985,0.145140064,0.126151532,0.04606129,0.01391239,0.006580184,0.004888137,0.000940026,0.361305361,0.190753691,0.13014763,0.107614608,0.123543124,0.056721057,0.020590521,0.005827506,0.001942502,0.001165501,0.0003885,0.056025569,0.617973303,0.30607257,0.013348374,0.006580184,0,0.361305361,0.290986791,0.304584305,0.022921523,0.02020202,0,3.912307095,2.833755047,0.904446127,0.598214281,3.007860968,2.235540766,0.45213695,0.519045865,0.879601854,0.087425963,1.421114161,1.026695625,0.604792901,0.693471695,0.006798179,0.026161764,1.560208059,0.641868531,1.447652909,1.593672235,2878598,2790971,1.6018,74.4,78.8,69.6,0.766,0.759,12.96794987,11.57221031,0.986,11774.34934,0.757499871,13.37271976,11.57561016,8016.52974,0.768072109,12.58434963,11.56811047,16254.2814,NATIONAL
AU,AUS,Australia,OCEANIA,Australia and New Zealand,2001,2000,0,2001,2000,AUS_2001_HILDA,HILDA,0.261641094,0.318078719,0.145963976,0.161707805,0.076717812,0.023348899,0.008805871,0.001867912,0.001067378,0.000400267,0.000400267,0.464042695,0.238425617,0.035890594,0.15436958,0.205470314,2.58509613,0.187797073,1.914770217,0.670325913,0.308391461,0.372889538,0.363958474,0.330257773,0.393358601,0.389740802,0.314044127,0.204478699,0.158288213,0.058079903,1,0.581567332,0.783479378,0.187875538,0.032173882,0,1,0.798322045,0.113686845,0.070099947,0,0,1,0.633782736,0.940353465,0.350267715,0.074677305,0,1,0.844830473,1.841790775,0.257339277,0.047424611,0,1,0.851020681,2.590343851,0.429347264,0.124617156,0,0.261641094,0.643895931,0.022148099,0.011607738,0.001601067,0.04856571,0.00293529,0.002001334,0.005603736,1,3.038259967,4.551605343,3.826583748,5.232821314,3.16358475,3.875429081,3.430776108,1,0.261641094,0.643895931,0.053368913,0.017344897,0.01814543,0.005603736,1,3.038259967,3.703658594,3.209730101,3.916501805,1,0.620515328,0.379484672,0.193304536,0.32699784,0.14838013,0.190928726,0.095032397,0.030237581,0.010151188,0.002591793,0.001079914,0.000647948,0.000647948,0.368985808,0.307372793,0.141225337,0.114226376,0.047075112,0.012114919,0.00657667,0.000692281,0.001038422,0,0,0.193304536,0.705831533,0.058315335,0.015766739,0.019654428,0.00712743,0.368985808,0.540671513,0.044998269,0.01973001,0.015576324,0.009345794,2.800206429,2.252616589,0.735875616,0.564523486,2.064330813,1.688093103,0.286498167,0.35179435,0.7027761,0.383372505,0.850946118,0.675667344,0.203556178,0.1622353,0.037805504,0.022965322,1.185695587,0.533251572,0.878635226,1.154841531,19248146,25921094,1.7485,80,82.6,77.4,0.9,0.951,20.92577214,11.34399455,0.966,38413.32271,0.882620519,21.24233712,11.16679806,28243.49573,0.913308115,20.62022146,11.53271441,48739.96709,NATIONAL
AU,AUS,Australia,OCEANIA,Australia and New Zealand,2002,2000,0,2001,2000,AUS_2002_HILDA,HILDA,0.279144987,0.32063001,0.140627197,0.158205597,0.068907327,0.020953452,0.008297005,0.002390662,0.000562509,0.000140627,0.000140627,0.461257207,0.227112924,0.032484883,0.140064689,0.21023766,2.588609573,0.185180714,1.926797453,0.66181212,0.309830632,0.36648377,0.361134129,0.33803573,0.389206217,0.391495487,0.319678947,0.20708272,0.150980394,0.064512178,1,0.575885304,0.779637192,0.206757533,0.026329545,0,1,0.781953555,0.120863784,0.082026266,0.000719089,0,1,0.643458162,0.915189491,0.368833352,0.069528003,0,1,0.825957461,1.868049529,0.261516406,0.040096068,0,1,0.862322043,2.53627744,0.527269355,0.069659018,0,0.279144987,0.630431725,0.019969062,0.01054704,0.000843763,0.048235129,0.003234426,0.002390662,0.005203206,1,3.037036531,4.399327502,3.848155588,6.644076436,3.161304066,3.239500111,4.571021023,1,0.279144987,0.630431725,0.051750809,0.016453382,0.017015891,0.005203206,1,3.037036531,3.67054797,2.937041825,3.949140515,1,0.625928024,0.374071976,0.210730594,0.331050228,0.142694064,0.188127854,0.088812785,0.025570776,0.008675799,0.003196347,0.000684932,0.000228311,0.000228311,0.385620915,0.307915759,0.136891794,0.109658678,0.037037037,0.013798112,0.007625272,0.001089325,0.000363108,0,0,0.210730594,0.6956621,0.052283105,0.014611872,0.020091324,0.006621005,0.385620915,0.522875817,0.050472041,0.019244735,0.012345679,0.009440813,2.782425277,2.282300961,0.710964524,0.582291668,2.071460753,1.700009293,0.290970025,0.349324961,0.696668542,0.373780847,0.835762878,0.68844847,0.21191988,0.198119469,0.033564798,0.014407045,1.19287751,0.531119282,0.878583243,1.168890011,19475842,25921094,1.7709,80.1,82.5,77.5,0.902,0.951,21.08028274,11.40013309,0.966,39098.35275,0.884064216,21.40246879,11.2304719,28822.80238,0.915438089,20.76876418,11.57926626,49530.29292,NATIONAL
AU,AUS,Australia,OCEANIA,Australia and New Zealand,2003,2000,0,2001,2000,AUS_2003_HILDA,HILDA,0.289028932,0.318819822,0.143941564,0.15067316,0.065310799,0.022629619,0.005872243,0.002721283,0.000429676,0.000143225,0.000429676,0.462761386,0.215983959,0.032225723,0.134918362,0.208965912,2.58757123,0.179551241,1.934993778,0.652577451,0.310561392,0.357790065,0.362782082,0.345869893,0.383097998,0.398351418,0.317929387,0.206151103,0.149091644,0.06650764,1,0.575876766,0.776088463,0.212526221,0.02307978,0,1,0.791012738,0.118357151,0.071787314,0.00030388,0,1,0.614769155,0.906186054,0.412738237,0.062332197,0,1,0.832140056,1.852008978,0.293953048,0.019186402,0,1,0.870506337,2.591674618,0.439552311,0.091224545,0,0.289028932,0.624319679,0.018476081,0.010025781,0.001289029,0.045688914,0.002721283,0.002578058,0.005872243,1,3.027307286,4.450288737,4.118276972,6.134772437,3.236171794,3.09929135,3.390750738,1,0.289028932,0.624319679,0.047980521,0.016184474,0.016614151,0.005872243,1,3.027307286,3.700032676,3.063353182,4.025945796,1,0.626415509,0.373584491,0.216037736,0.328773585,0.145283019,0.188207547,0.080896226,0.029245283,0.007783019,0.003066038,0.000235849,0.000235849,0.000235849,0.398265269,0.307914709,0.141308276,0.092157571,0.041199855,0.012649078,0.002891218,0.002168413,0.000722804,0,0.000722804,0.216037736,0.696226415,0.048349057,0.014386792,0.017924528,0.007075472,0.398265269,0.509938562,0.046982291,0.018792917,0.014817492,0.011203469,2.797485937,2.257165094,0.707910056,0.562550816,2.08957588,1.694614277,0.294210657,0.350082012,0.698724671,0.369889003,0.846286626,0.660931496,0.220999737,0.198318078,0.025863154,0.0186169,1.203343944,0.525819663,0.886231936,1.168794614,19699004,25921094,1.7676,80.5,82.9,78,0.906,0.951,21.23479335,11.45627163,0.967,40207.44158,0.888600704,21.56260045,11.29414573,29929.32401,0.919111478,20.9173069,11.62581811,50639.19319,NATIONAL
AU,AUS,Australia,OCEANIA,Australia and New Zealand,2004,2000,0,2001,2000,AUS_2004_HILDA,HILDA,0.296511628,0.320930233,0.140116279,0.14752907,0.065843023,0.02005814,0.005959302,0.001889535,0.000581395,0.000290698,0.000290698,0.461046512,0.213372093,0.029069767,0.130087209,0.21119186,2.590049401,0.178312818,1.941199389,0.648850013,0.312690759,0.35410281,0.360420986,0.340885206,0.384471539,0.3938017,0.329480552,0.207012271,0.147516219,0.072358118,1,0.580121555,0.786528482,0.204222721,0.019176644,0,1,0.792229603,0.116947584,0.073792251,0.000365592,0,1,0.640765785,0.945667092,0.368399141,0.040042036,0,1,0.839972276,1.845399298,0.279651402,0.032723045,0,1,0.79242079,2.449966067,0.680970841,0.069258277,0,0.296511628,0.620930233,0.019476744,0.010465116,0.000581395,0.04244186,0.002034884,0.00130814,0.00625,1,3.030962275,4.457616994,4.258406063,5.146937867,3.228342318,3.514242724,3.119196034,1,0.296511628,0.620930233,0.046511628,0.015406977,0.014389535,0.00625,1,3.030962275,3.682844341,3.079349934,4.055784907,1,0.625462803,0.374537197,0.229236678,0.325492079,0.147383581,0.181709073,0.081132981,0.024963994,0.006481037,0.001920307,0.000720115,0.000480077,0.000480077,0.396129974,0.318364367,0.128879153,0.094560058,0.042351223,0.01241329,0.005111355,0.001825484,0.000365097,0,0,0.229236678,0.687710034,0.04512722,0.015602496,0.014882381,0.007441191,0.396129974,0.515516612,0.048192771,0.014968967,0.01350858,0.011683096,2.781089556,2.290224331,0.69635222,0.571196451,2.084737335,1.719027879,0.293478235,0.355127649,0.694030484,0.389897999,0.841885332,0.696190611,0.217756043,0.181622591,0.0222982,0.013963764,1.201445708,0.543524589,0.883291627,1.17550329,19925060,25921094,1.7848,80.8,83.2,78.3,0.908,0.951,21.38930395,11.51241016,0.967,40599.52063,0.890973654,21.72273212,11.35781956,30148.91102,0.921831734,21.06584962,11.67236996,51202.60292,NATIONAL
AU,AUS,Australia,OCEANIA,Australia and New Zealand,2005,2000,0,2001,2000,AUS_2005_HILDA,HILDA,0.299016113,0.323684586,0.136175674,0.147725652,0.064166548,0.020105518,0.00613147,0.002138885,0.000427777,0.000285185,0.000142592,0.45986026,0.2118922,0.029231427,0.128190503,0.215029231,2.595177367,0.179128692,1.950735369,0.644441998,0.314431119,0.349237251,0.360491526,0.340449698,0.383652054,0.394377475,0.332038223,0.212644529,0.148066241,0.074220371,1,0.58312621,0.798253036,0.19607107,0.01772705,0,1,0.789629215,0.118175559,0.075014193,0.001531111,0,1,0.643196327,0.948172876,0.372278091,0.032185565,0,1,0.82834656,1.813534342,0.318783043,0.036164522,0,1,0.824827715,2.561354839,0.550399756,0.049654181,0,0.299016113,0.619563667,0.020675888,0.010551832,0.000855554,0.039355483,0.002281477,0.001568516,0.00613147,1,3.044569034,4.363492394,4.167869892,5.332131136,3.127440577,3.158958168,3.925733458,1,0.299016113,0.619563667,0.047340653,0.012690717,0.015257379,0.00613147,1,3.044569034,3.581031799,3.036006777,4.070744707,1,0.629943856,0.370056144,0.232214135,0.330124442,0.139469359,0.181263207,0.081004931,0.025827659,0.007278704,0.001878375,0.000234797,0.000469594,0.000234797,0.398848092,0.317854572,0.130669546,0.095392369,0.038516919,0.011159107,0.004319654,0.002519798,0.000719942,0,0,0.232214135,0.68560695,0.046020193,0.011505048,0.017140174,0.007513501,0.398848092,0.514758819,0.048956084,0.014398848,0.012239021,0.010799136,2.793436644,2.277468933,0.684124363,0.579371873,2.10931228,1.69809706,0.30421798,0.342366372,0.698161225,0.387302951,0.86039986,0.695416011,0.209427959,0.173333735,0.020503731,0.013000326,1.211526461,0.531592885,0.897785819,1.166504175,20171732,25921094,1.8441,81.1,83.5,78.7,0.911,0.951,21.54381455,11.54751968,0.967,41039.08996,0.894113503,21.88286379,11.4115696,30742.43828,0.924356174,21.21439234,11.6888504,51480.68979,NATIONAL
AU,AUS,Australia,OCEANIA,Australia and New Zealand,2006,2010,0,2006,2000,AUS_2006_HILDA,HILDA,0.301194539,0.321956769,0.139505119,0.145477816,0.064135381,0.019340159,0.005119454,0.002133106,0.000284414,0.000284414,0.000568828,0.461461889,0.209613197,0.027730375,0.124857793,0.217434585,2.601203164,0.177897443,1.955154404,0.646048761,0.317518151,0.351675898,0.356666634,0.344506333,0.382582823,0.390198063,0.3401826,0.21686987,0.143474759,0.075046185,1,0.581987533,0.789438815,0.206682313,0.023094503,0,1,0.777985016,0.114755288,0.090718764,0.00081581,0,1,0.646060112,0.920592129,0.38044369,0.049610164,0,1,0.833295456,1.817831773,0.296240099,0.04918731,0,1,0.833411592,2.563113499,0.547357459,0.046004606,0,0.301194539,0.610779295,0.019482366,0.014647327,0.001422071,0.041808874,0.002844141,0.001422071,0.006399317,1,3.040481443,4.559468489,4.198864445,5.09686357,3.074593131,3.242766771,3.505721159,1,0.301194539,0.610779295,0.048919226,0.012372014,0.020335609,0.006399317,1,3.040481443,3.615676137,2.819954798,4.09164853,1,0.629739952,0.370260048,0.232854113,0.335375913,0.140466651,0.179825595,0.079189253,0.023803912,0.005656375,0.001414094,0.000235682,0.000471365,0.000707047,0.401849218,0.304765292,0.137268848,0.092816501,0.041251778,0.012446657,0.004267425,0.003200569,0.000355619,0,0.000355619,0.232854113,0.680650483,0.043836908,0.012491162,0.022625501,0.007541834,0.401849218,0.501066856,0.056543385,0.012091038,0.016714083,0.010312945,2.775492944,2.322313903,0.689455582,0.574639947,2.086037362,1.747673956,0.301348295,0.356008692,0.697933062,0.384786858,0.845353606,0.696255396,0.201280861,0.216370121,0.026478732,0.017338592,1.205516606,0.5516,0.880520756,1.196073956,20467032,25921094,1.8806,81.3,83.6,78.9,0.914,0.951,21.69832516,11.6446104,0.968,41648.29006,0.897234308,22.04299545,11.55757999,31321.82007,0.926685456,21.36293507,11.73491955,52111.8264,NATIONAL
AU,AUS,Australia,OCEANIA,Australia and New Zealand,2007,2010,0,2006,2000,AUS_2007_HILDA,HILDA,0.299511354,0.323656223,0.138545559,0.146450129,0.06381144,0.019258408,0.005461339,0.002155792,0.000574878,0.000287439,0.000287439,0.462201782,0.210261569,0.028025295,0.130066111,0.221040529,2.600010244,0.18160546,1.958658066,0.641352178,0.320110639,0.351604248,0.351667565,0.354862698,0.378530488,0.380194597,0.333370752,0.228414178,0.145747499,0.075618218,1,0.584056395,0.792959432,0.203427733,0.019566684,0,1,0.780186668,0.120128835,0.085843003,0.000270441,0,1,0.65782263,0.954347071,0.339037763,0.042498824,0,1,0.829872924,1.778976746,0.346646902,0.03718952,0,1,0.841194176,2.565190463,0.532885207,0.05009602,0,0.299511354,0.617706237,0.019402127,0.014228227,0.001437195,0.039379132,0.001868353,0.001006036,0.005461339,1,3.043849391,4.464511347,4.189671851,5.164650069,3.099895483,3.19495938,3.114341771,1,0.299511354,0.617706237,0.047427422,0.011353837,0.01853981,0.005461339,1,3.043849391,3.602433897,2.879738018,4.111071659,1,0.624521361,0.375478639,0.229441381,0.337808679,0.140973388,0.179573244,0.078638216,0.023495565,0.005993766,0.002397507,0.000719252,0.000479501,0.000479501,0.400924938,0.305940946,0.134471718,0.096762718,0.041977944,0.013162576,0.004624689,0.001778726,0.000355745,0,0,0.229441381,0.681850875,0.046751379,0.01078878,0.022776313,0.008391273,0.400924938,0.519388118,0.048381359,0.01209534,0.01209534,0.007114906,2.769626676,2.339782094,0.687200489,0.569459866,2.082426187,1.770322228,0.302882968,0.357749426,0.691830468,0.404799298,0.839787936,0.719829922,0.209211169,0.194242195,0.023777871,0.012562354,1.19709574,0.578960177,0.885330447,1.19136205,20830832,25921094,1.9887,81.3,83.6,78.9,0.915,0.951,21.85283576,11.7118597,0.969,42531.66846,0.899141403,22.20312712,11.6340704,32079.16837,0.928357247,21.51147779,11.79203987,53108.57227,NATIONAL
AU,AUS,Australia,OCEANIA,Australia and New Zealand,2008,2010,0,2006,2000,AUS_2008_HILDA,HILDA,0.30348687,0.324723777,0.139187832,0.143923088,0.062275793,0.017936576,0.005452719,0.001865404,0.000717463,0.000143493,0.000286985,0.463911609,0.206198881,0.02640264,0.131439231,0.223561487,2.597310491,0.181932155,1.96025436,0.637056131,0.318966028,0.349860824,0.349356982,0.361665849,0.366069557,0.379590852,0.333905296,0.238234701,0.145254847,0.073371583,1,0.586344956,0.780897233,0.207908281,0.022160021,0,1,0.796809827,0.10600505,0.084449332,0,0,1,0.64436012,0.942771097,0.371696425,0.03490794,0,1,0.832406898,1.811383746,0.299514653,0.056694703,0,1,0.852215421,2.578638757,0.496466018,0.064567635,0,0.30348687,0.611422012,0.024250251,0.012483857,0.001291433,0.038743005,0.001291433,0.001434926,0.005596212,1,3.020362095,4.618537381,4.079180706,5.665110857,3.072343378,3.504417234,4.532814129,1,0.30348687,0.611422012,0.051083369,0.011909887,0.01650165,0.005596212,1,3.020362095,3.712154938,2.731605143,4.178332672,1,0.624946922,0.375053078,0.23263057,0.344513656,0.138955438,0.172975563,0.078821275,0.022759943,0.005989459,0.001916627,0.000718735,0.000239578,0.000479157,0.40625,0.297585227,0.139559659,0.099786932,0.037642045,0.010653409,0.004616477,0.001775568,0.000710227,0,0,0.23263057,0.681839962,0.047915668,0.009822712,0.020124581,0.007666507,0.40625,0.50390625,0.055397727,0.014914773,0.011008523,0.007102273,2.748575341,2.359677179,0.682980994,0.562394454,2.065594347,1.797282725,0.306693459,0.347147431,0.696766721,0.402350355,0.816542503,0.72336433,0.203860059,0.21465379,0.027638629,0.013031076,1.194126753,0.588908037,0.871467594,1.208374688,21247876,25921094,2.0168,81.5,83.7,79.2,0.919,0.951,22.00734637,11.9376297,0.97,42767.77538,0.903496528,22.36325879,11.90552044,32377.19289,0.931745494,21.66002051,11.97099972,53263.94236,NATIONAL
